item - centres - c - cp,item - centres - c - com,item - centres - c - pob,item - id,item - dep,item - nom,item - resp,item - iddep
25700,Alt Urgell,La Seu d'Urgell,17897,Departament d'Interior,Policia Local de la Seu d'Urgell,null,13760
43560,Montsià,La Sénia,17895,Departament d'Interior,Policia Local de la Sénia,null,13760
25400,Garrigues,Les Borges Blanques,17746,Departament d'Interior,Policia Local de les Borges Blanques,null,13760
8520,Vallès Oriental,Les Franqueses del Vallès,17784,Departament d'Interior,Policia Local de les Franqueses del Vallès,null,13760
8320,Maresme,El Masnou,17807,Departament d'Interior,Policia Local del Masnou,null,13760
8754,Baix Llobregat,El Papiol,17832,Departament d'Interior,Policia Local del Papiol,null,13760
8820,Baix Llobregat,El Prat de Llobregat,17837,Departament d'Interior,Policia Local del Prat de Llobregat,null,13760
43700,Baix Penedès,El Vendrell,17921,Departament d'Interior,Policia Local del Vendrell,null,13760
17001,Gironès,Girona,17788,Departament d'Interior,Policia Municipal de Girona,null,13760
8100,Vallès Oriental,Mollet del Vallès,17814,Departament d'Interior,Policia Municipal de Mollet del Vallès,null,13760
8205,Vallès Occidental,Sabadell,17851,Departament d'Interior,Policia Municipal de Sabadell,null,13760
8223,Vallès Occidental,Terrassa,17905,Departament d'Interior,Policia Municipal de Terrassa,null,13760
,,,17716,Departament d'Interior,Policies Locals a Catalunya,null,13760
8029,Barcelonès,Barcelona,6390,Departament de Territori i Sostenibilitat,Ponència Tècnica de Qualitat Ambiental,null,3392
8017,Barcelonès,Barcelona,3862,Departament de Territori i Sostenibilitat,Ports de la Generalitat,M. Dolors Rodríguez Muñoz,3392
8206,Vallès Occidental,Sabadell,886,Departament d'Interior,Prefectura de Policia,null,13760
8330,Maresme,Premià de Mar,17282,Departament de Justícia,Premià de Mar. Servei d'Informació Mediadora (SIM) de l'Ajuntament,null,13757
8002,Barcelonès,Barcelona,15006,President de la Generalitat,President de la Generalitat,Artur Mas i Gavarró,15006
8002,Barcelonès,Barcelona,15940,Departament de la Presidència,Presidència,null,6
8034,Barcelonès,Barcelona,11348,Departament d'Economia i Coneixement,Programa Dona (UPC),null,1103
8034,Barcelonès,Barcelona,11349,Departament d'Economia i Coneixement,Programa Innova (UPC),null,1103
8002,Barcelonès,Barcelona,18953,Departament de la Presidència,Programa Internacional de Comunicació i Relacions Públiques Eugeni Xammar,Martí Estruch Axmacher,6
8003,Barcelonès,Barcelona,17545,Departament de Governació i Relacions Institucionals,Programa Oficina del Mapa Municipal de Catalunya,Sebastià Datzira i Masip,655
8008,Barcelonès,Barcelona,13925,Departament de la Presidència,Programa d'Identificació Visual (Direcció General d'Atenció Ciutadana i Difusió),Mercè Batlle Casas,6
8002,Barcelonès,Barcelona,18227,Departament de Governació i Relacions Institucionals,Programa d'Innovació i Qualitat Democràtica,Enric Vendrell i Aubach,655
8028,Barcelonès,Barcelona,3312,Departament de Salut,Programa de Prevenció i Control de la Malaltia de Hansen,null,2803
8028,Barcelonès,Barcelona,3310,Departament de Salut,Programa de Prevenció i Control de les Malalties de Transmissió Sexual,null,2803
8028,Barcelonès,Barcelona,17052,Departament de Salut,Programa de Recerca i Innovació en Ciències de la Salut,null,2803
8003,Barcelonès,Barcelona,19034,Departament de Governació i Relacions Institucionals,Programa de Reforma Local,Elisenda Aguilà i Recha,655
8005,Barcelonès,Barcelona,6955,Departament de Salut,Programa de Salut Maternoinfantil,Rosa Fernández Bardon,2803
8005,Barcelonès,Barcelona,6950,Departament de Salut,Programa per a la Prevenció i Assistència de la SIDA,Albert Giménez i Masat,2803
,,,12146,Departament de Salut,Programació de Visites,null,2803
8005,Barcelonès,Barcelona,17330,Departament de Salut,Programes Relacionats amb la Salubritat del Medi,M. Soledad Garcia i Prado,2803
8005,Barcelonès,Barcelona,17327,Departament de Salut,Programes d'Higiene dels Establiments Alimentaris,Laura Cabedo i Botella,2803
8028,Barcelonès,Barcelona,9918,Departament de Salut,Programes de Drogodependències i SIDA de Catalunya,Joan Colom i Farran,2803
8005,Barcelonès,Barcelona,17328,Departament de Salut,Programes de Prevenció i Control de les Zoonosis,Mónica Simón i Iglesias,2803
8005,Barcelonès,Barcelona,17353,Departament de Salut,Programes de Salut Alimentària (Servei Regional a Barcelona),null,2803
8005,Barcelonès,Barcelona,17352,Departament de Salut,Programes de Salut Ambiental (Servei Regional a Barcelona),Marina Julià i Mateu,2803
8005,Barcelonès,Barcelona,17329,Departament de Salut,Programes de Vigilància i Control d'Aigua,Àfrica López i Guillen,2803
8005,Barcelonès,Barcelona,17326,Departament de Salut,Programes de la Innocuïtat dels Aliments,Gemma Nestares i Garcia,2803
8007,Barcelonès,Barcelona,12319,Departament d'Economia i Coneixement,Projecte d'Antics Alumnes (UB),null,1103
8007,Barcelonès,Barcelona,4507,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural","Promotora d'Exportacions Catalanes, SA (PRODECA, SA)",Jordi Bort Ferrando,4163
8039,Barcelonès,Barcelona,6044,Departament de Benestar Social i Família,Punt d'Atenció Ciutadana de Barcelona,null,5823
25007,Segrià,Lleida,15355,Departament de Benestar Social i Família,Punt d'Atenció Ciutadana del Servei Territorial de Lleida,null,5823
43002,Tarragonès,Tarragona,15356,Departament de Benestar Social i Família,Punt d'Atenció Ciutadana del Servei Territorial de Tarragona,null,5823
8630,Baix Llobregat,Abrera,18406,Departament d'Empresa i Ocupació,Punt d'Autoservei a Abrera,null,15638
43530,Montsià,Alcanar,18407,Departament d'Empresa i Ocupació,Punt d'Autoservei a Alcanar,null,15638
8350,Maresme,Arenys de Mar,18408,Departament d'Empresa i Ocupació,Punt d'Autoservei a Arenys de Mar,null,15638
8310,Maresme,Argentona,18409,Departament d'Empresa i Ocupació,Punt d'Autoservei a Argentona,null,15638
8214,Vallès Occidental,Badia del Vallès,18410,Departament d'Empresa i Ocupació,Punt d'Autoservei a Badia del Vallès,null,15638
17820,Pla de l'Estany,Banyoles,18411,Departament d'Empresa i Ocupació,Punt d'Autoservei a Banyoles,null,15638
8018,Barcelonès,Barcelona,18485,Departament d'Empresa i Ocupació,Punt d'Autoservei a Barcelona Activa-Can Jaumandreu,null,15638
8003,Barcelonès,Barcelona,18486,Departament d'Empresa i Ocupació,Punt d'Autoservei a Barcelona Activa-Convent de Sant Agustí,null,15638
8018,Barcelonès,Barcelona,18484,Departament d'Empresa i Ocupació,Punt d'Autoservei a Barcelona Activa-Porta 22,null,15638
8140,Vallès Oriental,Caldes de Montbui,18412,Departament d'Empresa i Ocupació,Punt d'Autoservei a Caldes de montbui,null,15638
43850,Baix Camp,Cambrils,18413,Departament d'Empresa i Ocupació,Punt d'Autoservei a Cambrils,null,15638
8420,Vallès Oriental,Canovelles,18414,Departament d'Empresa i Ocupació,Punt d'Autoservei a Canovelles,null,15638
8440,Vallès Oriental,Cardedeu,18415,Departament d'Empresa i Ocupació,Punt d'Autoservei a Cardedeu,null,15638
null,Vallès Occidental,Castellar del Vallès,18416,Departament d'Empresa i Ocupació,Punt d'Autoservei a Castellar del Vallès,null,15638
8755,Vallès Occidental,Castellbisbal,18417,Departament d'Empresa i Ocupació,Punt d'Autoservei a Castellbisbal,null,15638
8860,Baix Llobregat,Castelldefels,18418,Departament d'Empresa i Ocupació,Punt d'Autoservei a Castelldefels,null,15638
17486,Alt Empordà,Castelló d'Empúries,18419,Departament d'Empresa i Ocupació,Punt d'Autoservei a Castelló d'Empúries,null,15638
25200,Segarra,Cervera,18420,Departament d'Empresa i Ocupació,Punt d'Autoservei a Cervera,null,15638
8757,Baix Llobregat,Corbera de Llobregat,18421,Departament d'Empresa i Ocupació,Punt d'Autoservei a Corbera de Llobregat,null,15638
8880,Garraf,Cubelles,18422,Departament d'Empresa i Ocupació,Punt d'Autoservei a Cubelles,null,15638
43580,Baix Ebre,Deltebre,18423,Departament d'Empresa i Ocupació,Punt d'Autoservei a Deltebre,null,15638
8292,Baix Llobregat,Esparreguera,18426,Departament d'Empresa i Ocupació,Punt d'Autoservei a Esparreguera,null,15638
43730,Priorat,Falset,18427,Departament d'Empresa i Ocupació,Punt d'Autoservei a Falset,null,15638
43780,Terra Alta,Gandesa,18428,Departament d'Empresa i Ocupació,Punt d'Autoservei a Gandesa,null,15638
8700,Anoia,Igualada,18429,Departament d'Empresa i Ocupació,Punt d'Autoservei a Igualada,null,15638
8186,Vallès Oriental,Lliçà d'Amunt,18436,Departament d'Empresa i Ocupació,Punt d'Autoservei a Lliçà d'Amunt,null,15638
17310,Selva,Lloret de Mar,18437,Departament d'Empresa i Ocupació,Punt d'Autoservei a Lloret de Mar,null,15638
8560,Osona,Manlleu,18438,Departament d'Empresa i Ocupació,Punt d'Autoservei a Manlleu,null,15638
8750,Baix Llobregat,Molins de Rei,18439,Departament d'Empresa i Ocupació,Punt d'Autoservei a Molins de Rei,null,15638
25230,Pla d'Urgell,Mollerussa,18440,Departament d'Empresa i Ocupació,Punt d'Autoservei a Mollerussa,null,15638
43300,Baix Camp,Mont-roig del Camp,18445,Departament d'Empresa i Ocupació,Punt d'Autoservei a Mont-Roig del Camp - Miami Platja,null,15638
43400,Conca de Barberà,Montblanc,18441,Departament d'Empresa i Ocupació,Punt d'Autoservei a Montblanc,null,15638
8110,Vallès Occidental,Montcada i Reixac,18442,Departament d'Empresa i Ocupació,Punt d'Autoservei a Montcada i Reixac,null,15638
8390,Maresme,Montgat,18443,Departament d'Empresa i Ocupació,Punt d'Autoservei a Montgat,null,15638
8170,Vallès Oriental,Montornès del Vallès,18444,Departament d'Empresa i Ocupació,Punt d'Autoservei a Montornès del Vallès,null,15638
17200,Baix Empordà,Palafrugell,18446,Departament d'Empresa i Ocupació,Punt d'Autoservei a Palafrugell,null,15638
null,Vallès Occidental,Palau-solità i Plegamans,18447,Departament d'Empresa i Ocupació,Punt d'Autoservei a Palau-solità i Plegamans,null,15638
null,Baix Llobregat,Pallejà,18448,Departament d'Empresa i Ocupació,Punt d'Autoservei a Pallejà,null,15638
8784,Anoia,Piera,18449,Departament d'Empresa i Ocupació,Punt d'Autoservei a Piera,null,15638
8397,Maresme,Pineda de Mar,18450,Departament d'Empresa i Ocupació,Punt d'Autoservei a Pineda de Mar,null,15638
8513,Osona,Prats de Lluçanès,18451,Departament d'Empresa i Ocupació,Punt d'Autoservei a Prats de Lluçanès,null,15638
8330,Maresme,Premià de Mar,18452,Departament d'Empresa i Ocupació,Punt d'Autoservei a Premià de Mar,null,15638
17520,Cerdanya,Puigcerdà,18453,Departament d'Empresa i Ocupació,Punt d'Autoservei a Puigcerdà,null,15638
43883,Tarragonès,Roda de Berà,18454,Departament d'Empresa i Ocupació,Punt d'Autoservei a Roda de Berà,null,15638
17480,Alt Empordà,Roses,18455,Departament d'Empresa i Ocupació,Punt d'Autoservei a Roses,null,15638
8191,Vallès Occidental,Rubí,18456,Departament d'Empresa i Ocupació,Punt d'Autoservei a Rubí,null,15638
43840,Tarragonès,Salou,18457,Departament d'Empresa i Ocupació,Punt d'Autoservei a Salou,null,15638
8392,Maresme,Sant Andreu de Llavaneres,18459,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Andreu de Llavaneres,null,15638
8740,Baix Llobregat,Sant Andreu de la Barca,18458,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Andreu de la Barca,null,15638
43540,Montsià,Sant Carles de la Ràpita,18460,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Carles de la Ràpita,null,15638
8470,Vallès Oriental,Sant Celoni,18461,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Celoni,null,15638
17220,Baix Empordà,Sant Feliu de Guíxols,18462,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Feliu de Guíxols,null,15638
8970,Baix Llobregat,Sant Joan Despí,18463,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Joan Despí,null,15638
8250,Bages,Sant Joan de Vilatorrada,18464,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Joan de Vilatorrada,null,15638
8960,Baix Llobregat,Sant Just Desvern,18465,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Just,null,15638
8810,Garraf,Sant Pere de Ribes,18466,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Pere de Ribes-Les Roquetes,null,15638
8192,Vallès Occidental,Sant Quirze del Vallès,18467,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Quirze del Vallès,null,15638
8620,Baix Llobregat,Sant Vicenç dels Horts,18468,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sant Vicenç dels Horts,null,15638
17430,Selva,Santa Coloma de Farners,18469,Departament d'Empresa i Ocupació,Punt d'Autoservei a Santa Coloma de Farners,null,15638
43420,Conca de Barberà,Santa Coloma de Queralt,18470,Departament d'Empresa i Ocupació,Punt d'Autoservei a Santa Coloma de Queralt,null,15638
8130,Vallès Occidental,Santa Perpètua de Mogoda,18471,Departament d'Empresa i Ocupació,Punt d'Autoservei a Santa Perpètua de Mogoda,null,15638
43820,Calafell,Segur de Calafell,18472,Departament d'Empresa i Ocupació,Punt d'Autoservei a Segur de Calafell,null,15638
8181,Vallès Occidental,Sentmenat,18473,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sentmenat,null,15638
8870,Garraf,Sitges,18474,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sitges,null,15638
25560,Pallars Sobirà,Sort,18475,Departament d'Empresa i Ocupació,Punt d'Autoservei a Sort,null,15638
8490,Maresme,Tordera,18476,Departament d'Empresa i Ocupació,Punt d'Autoservei a Tordera,null,15638
8570,Osona,Torelló,18477,Departament d'Empresa i Ocupació,Punt d'Autoservei a Torelló,null,15638
43830,Tarragonès,Torredembarra,18478,Departament d'Empresa i Ocupació,Punt d'Autoservei a Torredembarra,null,15638
17257,Baix Empordà,Torroella de Montgrí,18479,Departament d'Empresa i Ocupació,Punt d'Autoservei a Torroella de Montgrí,null,15638
8233,Vallès Occidental,Vacarisses,18480,Departament d'Empresa i Ocupació,Punt d'Autoservei a Vacarisses,null,15638
8759,Baix Llobregat,Vallirana,18481,Departament d'Empresa i Ocupació,Punt d'Autoservei a Vallirana,null,15638
8800,Garraf,Vilanova i la Geltrú,18482,Departament d'Empresa i Ocupació,Punt d'Autoservei a Vilanova i la Geltrú,null,15638
8340,Maresme,Vilassar de Mar,18483,Departament d'Empresa i Ocupació,Punt d'Autoservei a Vilassar de Mar,null,15638
8004,Barcelonès,Barcelona,18496,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina d'Atenció Ciutadana (OAC) Carrera,null,15638
43870,Montsià,Amposta,18499,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat d'Amposta,null,15638
8950,Baix Llobregat,Esplugues de Llobregat,18522,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat d'Esplugues de Llobregat,null,15638
17800,Garrotxa,Olot,18539,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat d'Olot,null,15638
8930,Barcelonès,Sant Adrià de Besòs,18549,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Adrià de Besòs,null,15638
8913,Barcelonès,Badalona,18500,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Badalona-Aribau,null,15638
8911,Barcelonès,Badalona,18501,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Badalona-Casagemes,null,15638
25600,Noguera,Balaguer,18502,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Balaguer,null,15638
8210,Vallès Occidental,Barberà del Vallès,18503,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barberà del Vallès,null,15638
8011,Barcelonès,Barcelona,18504,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Aragó,null,15638
8002,Barcelonès,Barcelona,18505,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Barri Gòtic,null,15638
8032,Barcelonès,Barcelona,18506,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Dante,null,15638
8031,Barcelonès,Barcelona,18507,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Guineueta,null,15638
8018,Barcelonès,Barcelona,18508,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Lesseps,null,15638
8029,Barcelonès,Barcelona,18509,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Mallorca,null,15638
8019,Barcelonès,Barcelona,18510,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Poble Nou,null,15638
8030,Barcelonès,Barcelona,18511,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Sant Andreu,null,15638
8018,Barcelonès,Barcelona,18512,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Sants,null,15638
8011,Barcelonès,Barcelona,18513,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Sepúlveda,null,15638
8020,Barcelonès,Barcelona,18514,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Barcelona-Verneda,null,15638
8600,Berguedà,Berga,18515,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Berga,null,15638
17300,Selva,Blanes,18516,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Blanes,null,15638
43850,Baix Camp,Cambrils,18517,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Cambrils,null,15638
8290,Vallès Occidental,Cerdanyola del Vallès,18518,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Cerdanyola del Vallès,null,15638
8940,Baix Llobregat,Cornellà de Llobregat,18519,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Cornellà de Llobregat,null,15638
17600,Alt Empordà,Figueres,18523,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Figueres,null,15638
8850,Baix Llobregat,Gavà,18524,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Gavà,null,15638
17003,Gironès,Girona,18525,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Girona,null,15638
8400,Vallès Oriental,Granollers,18526,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Granollers-Franqueses,null,15638
8402,Vallès Oriental,Granollers,18527,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Granollers-Perifèria,null,15638
8902,Barcelonès,L'Hospitalet de Llobregat,18531,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de L'Hospitalet de Llobregat-Cobalt,null,15638
8901,Barcelonès,L'Hospitalet de Llobregat,18532,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de L'Hospitalet de Llobregat-La Farga,null,15638
17100,Baix Empordà,La Bisbal d'Empordà,18528,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de La Bisbal d'Empordà,null,15638
25700,Alt Urgell,La Seu d'Urgell,18529,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de La Seu d'Urgell,null,15638
25002,Segrià,Lleida,18533,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Lleida,null,15638
8240,Bages,Manresa,18534,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Manresa,null,15638
8760,Baix Llobregat,Martorell,18535,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Martorell,null,15638
8302,Maresme,Mataró,18536,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Mataró-Rondes,null,15638
8100,Vallès Oriental,Mollet del Vallès,18537,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Mollet,null,15638
43740,Ribera d'Ebre,Móra d'Ebre,18538,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Móra d'Ebre,null,15638
17230,Baix Empordà,Palamós,18540,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Palamós,null,15638
8330,Maresme,Premià de Mar,18541,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Premia de Mar,null,15638
17500,Ripollès,Ripoll,18543,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Ripoll,null,15638
8291,Vallès Occidental,Ripollet,18544,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Ripollet,null,15638
8191,Vallès Occidental,Rubí,18545,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Rubí,null,15638
8202,Vallès Occidental,Sabadell,18546,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Sabadell-Centre,null,15638
8203,Vallès Occidental,Sabadell,18547,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Sabadell-Sardà,null,15638
17190,Gironès,Salt,18548,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Salt,null,15638
8830,Baix Llobregat,Sant Boi de Llobregat,18550,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Sant Boi de Llobregat,null,15638
8172,Vallès Occidental,Sant Cugat del Vallès,18551,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Sant Cugat del Vallès,null,15638
8980,Baix Llobregat,Sant Feliu de Llobregat,18552,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Sant Feliu de Llobregat,null,15638
8620,Baix Llobregat,Sant Vicenç dels Horts,18553,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Sant Vicenç dels Horts,null,15638
8921,Barcelonès,Santa Coloma de Gramenet,18554,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Santa Coloma de Gramenet,null,15638
25280,Solsonès,Solsona,18555,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Solsona,null,15638
43006,Tarragonès,Tarragona,18556,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Tarragona-Camp Clar,null,15638
43002,Tarragonès,Tarragona,18557,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Tarragona-Claret,null,15638
8224,Vallès Occidental,Terrassa,18559,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Terrassa,null,15638
43500,Baix Ebre,Tortosa,18560,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Tortosa,null,15638
25620,Pallars Jussà,Tremp,18561,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Tremp,null,15638
25300,Urgell,Tàrrega,18558,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Tàrrega,null,15638
43800,Alt Camp,Valls,18562,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Valls,null,15638
8500,Osona,Vic,18563,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Vic,null,15638
25530,Val d'Aran,Vielha e Mijaran,18564,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Vielha,null,15638
8840,Baix Llobregat,Viladecans,18565,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Viladecans,null,15638
8720,Alt Penedès,Vilafranca del Penedès,18566,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Vilafranca del Penedès,null,15638
8800,Garraf,Vilanova i la Geltrú,18567,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de Vilanova i la Geltrú,null,15638
8397,Maresme,Pineda de Mar,18498,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de l'Alt Maresme,null,15638
8788,Anoia,Vilanova del Camí,18530,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat de l'Anoia,null,15638
8820,Baix Llobregat,El Prat de Llobregat,18520,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat del Prat de Llobregat,null,15638
43700,Baix Penedès,El Vendrell,18521,Departament d'Empresa i Ocupació,Punt d'Autoservei a l'Oficina de Treball de la Generalitat del Vendrell,null,15638
8530,Vallès Oriental,La Garriga,18430,Departament d'Empresa i Ocupació,Punt d'Autoservei a la Garriga,null,15638
8120,Vallès Oriental,La Llagosta,18431,Departament d'Empresa i Ocupació,Punt d'Autoservei a la Llagosta,null,15638
8430,Vallès Oriental,La Roca del Vallès,18432,Departament d'Empresa i Ocupació,Punt d'Autoservei a la Roca del Vallés,null,15638
43560,Montsià,La Sénia,18433,Departament d'Empresa i Ocupació,Punt d'Autoservei a la Sénia,null,15638
25400,Garrigues,Les Borges Blanques,18434,Departament d'Empresa i Ocupació,Punt d'Autoservei a les Borges Blanques,null,15638
8520,Vallès Oriental,Les Franqueses del Vallès,18435,Departament d'Empresa i Ocupació,Punt d'Autoservei a les Franqueses del Vallès,null,15638
8907,Barcelonès,L'Hospitalet de Llobregat,18489,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) L'Hospitalet,null,15638
8035,Barcelonès,Barcelona,18487,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) La Violeta,null,15638
8520,Vallès Oriental,Les Franqueses del Vallès,18488,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) Les Franqueses,null,15638
25199,Segrià,Lleida,18490,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) Lleida,null,15638
17190,Gironès,Salt,18491,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) Salt,null,15638
8980,Baix Llobregat,Sant Feliu de Llobregat,18492,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) Sant Feliu,null,15638
8924,Barcelonès,Santa Coloma de Gramenet,18493,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) Santa Coloma,null,15638
43007,Tarragonès,Tarragona,18494,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) Tarragona,null,15638
