item - centres - c - cp,item - centres - c - com,item - centres - c - pob,item - id,item - dep,item - nom,item - resp,item - iddep
8002,Barcelonès,Barcelona,5519,Departament d'Empresa i Ocupació,Àrea d'Artesania Catalunya,Xavier Villas Balasch,15638
8003,Barcelonès,Barcelona,12451,Parlament de Catalunya,Àrea d'Arxiu,Mariona Corominas i Noguera,6581
8038,Barcelonès,Barcelona,2786,Departament de Cultura,Àrea d'Arxiu de la Filmoteca de Catalunya,Mariona Bruzzo i Llaberia,2221
8004,Barcelonès,Barcelona,,,,,
8007,Barcelonès,Barcelona,15718,Departament d'Economia i Coneixement,Àrea d'Assessorament Econòmic,M. Teresa Farré Leon,1103
8007,Barcelonès,Barcelona,12703,Departament d'Economia i Coneixement,Àrea d'Assessorament Financer i Tributari,Ramon Gaspar de Valenzuela i de Ros,1103
8007,Barcelonès,Barcelona,12701,Departament d'Economia i Coneixement,Àrea d'Assessorament Jurídic General,Mª Carme Vall-llossera i Ferran,1103
8003,Barcelonès,Barcelona,15742,Departament d'Economia i Coneixement,Àrea d'Assessorament Jurídic en l'Àmbit d'Universitats i Recerca,Roser Martí Torres (en funcions),1103
8029,Barcelonès,Barcelona,18292,Departament de Territori i Sostenibilitat,Àrea d'Assessorament Jurídic en l'Àmbit de Medi Ambient,null,3392
8003,Barcelonès,Barcelona,12618,Parlament de Catalunya,Àrea d'Assessorament Lingüístic,Margarida Sanjaume,6581
8007,Barcelonès,Barcelona,12702,Departament d'Economia i Coneixement,Àrea d'Assessorament Patrimonial,null,1103
8034,Barcelonès,Barcelona,18330,Departament d'Empresa i Ocupació,Àrea d'Assistència Tècnica (CSSL Barcelona),null,15638
17003,Gironès,Girona,18332,Departament d'Empresa i Ocupació,Àrea d'Assistència Tècnica (CSSL Girona),null,15638
25191,Segrià,Lleida,18333,Departament d'Empresa i Ocupació,Àrea d'Assistència Tècnica (CSSL Lleida),null,15638
43006,Tarragonès,Tarragona,18334,Departament d'Empresa i Ocupació,Àrea d'Assistència Tècnica (CSSL Tarragona),null,15638
8003,Barcelonès,Barcelona,14376,Departament d'Economia i Coneixement,Àrea d'Assistència Tècnica Estadística,Enric Ripoll Font,1103
8019,Barcelonès,Barcelona,16735,Departament d'Empresa i Ocupació,Àrea d'Assistència Tècnica als Organs Territorials Descentralitzats,Xavier Cabau Paus,15638
8003,Barcelonès,Barcelona,81,Departament de la Presidència,Àrea d'Atenció Presencial,null,6
8028,Barcelonès,Barcelona,11268,Departament de Salut,Àrea d'Atenció Sanitària,null,2803
8003,Barcelonès,Barcelona,6564,Departament de la Presidència,Àrea d'Atenció Telefònica,Antoni P. Martín Lluís,6
8003,Barcelonès,Barcelona,18213,Departament de la Presidència,Àrea d'Atenció Virtual,null,6
8290,Vallès Occidental,Cerdanyola del Vallès,16368,Departament d'Interior,Àrea d'Auditoria de Serveis,Inés Sánchez Bosch,13760
8005,Barcelonès,Barcelona,17333,Departament de Salut,Àrea d'Autoritzacions i Registres (Agència de Protecció de la Salut),Maria de l'Alba Pascual i Cardona,2803
8029,Barcelonès,Barcelona,6722,Departament d'Interior,Àrea d'Avaluació,null,13760
8005,Barcelonès,Barcelona,13953,Departament de Salut,Àrea d'Avaluació del Risc,Alfons Vilarrasa Cagigos,2803
8009,Barcelonès,Barcelona,15622,Departament d'Interior,Àrea d'Avaluació i Estudis,Jordi Pons Badrinas,13760
8019,Barcelonès,Barcelona,16860,Departament d'Empresa i Ocupació,Àrea d'Avaluació i Justificació de Recursos,null,15638
8025,Barcelonès,Barcelona,13087,Departament d'Interior,Àrea d'Elaboració de Dades Policials,null,13760
8009,Barcelonès,Barcelona,17531,Departament de la Presidència,"Àrea d'Enquestes, Estudis i Treballs",null,6
8010,Barcelonès,Barcelona,16774,Departament de Justícia,Àrea d'Equipaments i Logística,Xavier Garro Monte,13757
8206,Vallès Occidental,Sabadell,6710,Departament d'Interior,Àrea d'Escortes,null,13760
8950,Baix Llobregat,Esplugues de Llobregat,2593,Departament de la Presidència,Àrea d'Esport Escolar,Carolina Garzo Tusquets,6
8950,Baix Llobregat,Esplugues de Llobregat,2573,Departament de la Presidència,Àrea d'Esport per a Ciutadans,null,6
8010,Barcelonès,Barcelona,16457,Departament d'Economia i Coneixement,Àrea d'Estratègia i Relacions Externes,Eudald Vigo i Tarrés,1103
8010,Barcelonès,Barcelona,16459,Departament d'Economia i Coneixement,Àrea d'Estudis i Assistència,Ricard Beltran i Bernabé,1103
8010,Barcelonès,Barcelona,10282,Departament de Justícia,Àrea d'Estudis i Formació de l'Administració de Justícia,Montserrat Martínez i Corral,13757
8029,Barcelonès,Barcelona,16536,Consell de l'Audiovisual de Catalunya (CAC),Àrea d'Estudis i Recerca (CAC),Carme Fita i Caba,13961
8036,Barcelonès,Barcelona,10687,Departament de Territori i Sostenibilitat,Àrea d'Execució d'Actuacions,Josep M. Obis i Soriano,3392
8009,Barcelonès,Barcelona,16074,Departament d'Interior,Àrea d'Explotació de Dades,Andreu Joan Martínez Hernández,13760
8206,Vallès Occidental,Sabadell,16151,Departament d'Interior,Àrea d'Informació,null,13760
8290,Vallès Occidental,Cerdanyola del Vallès,16369,Departament d'Interior,Àrea d'Informació i Comunicació,Núria Iglesias Guerrero,13760
8017,Barcelonès,Barcelona,12412,Departament de Territori i Sostenibilitat,Àrea d'Informació i Participació,Jordi Macarro i Canal,3392
8011,Barcelonès,Barcelona,16205,Departament d'Empresa i Ocupació,Àrea d'Informació i Registres de Seguretat i Salut Laboral,Julià Nàjera Chico,15638
8010,Barcelonès,Barcelona,17047,Departament d'Economia i Coneixement,Àrea d'Informes de Regulació,null,1103
8002,Barcelonès,Barcelona,12770,Departament de la Presidència,Àrea d'Informes i Recursos,M. Brugues Mitjans Prunera,6
8007,Barcelonès,Barcelona,15200,Departament d'Economia i Coneixement,"Àrea d'Informes, Estudis i Documentació",Olga Garcia Pereira,1103
8950,Baix Llobregat,Esplugues de Llobregat,15106,Departament de la Presidència,"Àrea d'Informàtica, Estudis i Estadístiques",Albert Múgica Miralles,6
8007,Barcelonès,Barcelona,16795,Departament d'Economia i Coneixement,Àrea d'Innovació i Administració Electrònica,Miquel Vecino Cubero,1103
8029,Barcelonès,Barcelona,13094,Departament d'Interior,Àrea d'Inspecció,null,13760
8018,Barcelonès,Barcelona,13570,Departament de Governació i Relacions Institucionals,Àrea d'Inspecció,Carles San José Amat,655
8010,Barcelonès,Barcelona,16066,Departament de Justícia,Àrea d'Inspecció,Iolanda Aguilar Juncosa,13757
8010,Barcelonès,Barcelona,17046,Departament d'Economia i Coneixement,Àrea d'Instrucció d'Expedients,Susana Grau Arnau,1103
8100,Vallès Oriental,Mollet del Vallès,18807,Departament d'Interior,Àrea d'Instructors de Policia,Domènec Faura Gascón,13760
8100,Vallès Oriental,Mollet del Vallès,18812,Departament d'Interior,"Àrea d'Instructors i de Continguts en Riscos, Emergències i Protecció Civil",Jose Luis López Morales,13760
8003,Barcelonès,Barcelona,12608,Parlament de Catalunya,Àrea d'Internet i Multimèdia,Cati Haro,6581
8011,Barcelonès,Barcelona,16207,Departament d'Empresa i Ocupació,Àrea d'Investigació,Emilia Molinero Ruiz,15638
43006,Tarragonès,Tarragona,13191,Departament d'Interior,Àrea d'Investigació Criminal Camp de Tarragona,null,13760
8243,Bages,Manresa,12329,Departament d'Interior,Àrea d'Investigació Criminal Central,null,13760
17004,Gironès,Girona,9684,Departament d'Interior,Àrea d'Investigació Criminal Girona,null,13760
8029,Barcelonès,Barcelona,13153,Departament d'Interior,Àrea d'Investigació Criminal Metropolitana Barcelona,null,13760
8402,Vallès Oriental,Granollers,13134,Departament d'Interior,Àrea d'Investigació Criminal Metropolitana Nord,null,13760
8950,Baix Llobregat,Esplugues de Llobregat,13172,Departament d'Interior,Àrea d'Investigació Criminal Metropolitana Sud,null,13760
25700,Alt Urgell,La Seu d'Urgell,10122,Departament d'Interior,Àrea d'Investigació Criminal Pirineu Occidental,null,13760
25008,Segrià,Lleida,10111,Departament d'Interior,Àrea d'Investigació Criminal Ponent,null,13760
43500,Baix Ebre,Tortosa,13204,Departament d'Interior,Àrea d'Investigació Criminal Terres de l'Ebre,null,13760
8029,Barcelonès,Barcelona,12743,Departament d'Interior,Àrea d'Investigació Interna,null,13760
8010,Barcelonès,Barcelona,10283,Departament de Justícia,Àrea d'Investigació i Formació Social i Criminològica,Marta Ferrer i Puig,13757
8243,Bages,Manresa,16302,Departament d'Interior,Àrea d'Operacions (Regió d'Emergències Centre),Carles García Leiva,13760
17005,Gironès,Girona,16304,Departament d'Interior,Àrea d'Operacions (Regió d'Emergències Girona),Ferran Garcia Salse,13760
25199,Segrià,Lleida,16306,Departament d'Interior,Àrea d'Operacions (Regió d'Emergències Lleida),Eduard Martínez López,13760
8290,Vallès Occidental,Cerdanyola del Vallès,16298,Departament d'Interior,Àrea d'Operacions (Regió d'Emergències Metropolitana Nord),Albert Cervera Suñol,13760
8830,Baix Llobregat,Sant Boi de Llobregat,16300,Departament d'Interior,Àrea d'Operacions (Regió d'Emergències Metropolitana Sud),Conrad Motto de Francisco,13760
43204,Baix Camp,Reus,16308,Departament d'Interior,Àrea d'Operacions (Regió d'Emergències Tarragona),Oriol Pellisa Salvadó,13760
8029,Barcelonès,Barcelona,13095,Departament d'Interior,Àrea d'Organització,null,13760
8039,Barcelonès,Barcelona,13253,Departament de Benestar Social i Família,Àrea d'Organització,Jordi Domínguez i Vasallo,5823
8002,Barcelonès,Barcelona,18212,Departament de la Presidència,Àrea d'Organització,Anna Díaz Barrios,6
8002,Barcelonès,Barcelona,589,Departament de Governació i Relacions Institucionals,Àrea d'Organització de l'Administració i del Sector Públic,Víctor López i Jalle,655
8003,Barcelonès,Barcelona,18218,Departament de Governació i Relacions Institucionals,Àrea d'Organització i Administració Electrònica,null,655
8008,Barcelonès,Barcelona,18303,Departament d'Empresa i Ocupació,Àrea d'Organització i Administració Electrònica,Elena Llargués Segura,15638
8009,Barcelonès,Barcelona,13327,Departament d'Interior,Àrea d'Organització i Qualitat,Esther Parcet i Solsona,13760
8002,Barcelonès,Barcelona,18825,Departament de Cultura,"Àrea d'Organització, Planificació i Racionalització de Personal",Pere Canela Cafaro,2221
8005,Barcelonès,Barcelona,16691,Departament de Salut,"Àrea d'Organització, Recursos i Qualitat (Servei Regional a Barcelona)",Montserrat Moscatel i Gallifa,2803
17002,Gironès,Girona,17370,Departament de Salut,"Àrea d'Organització, Recursos i Qualitat (Servei Regional a Girona)",Isidre Ferran i Allué,2803
25006,Segrià,Lleida,16646,Departament de Salut,"Àrea d'Organització, Recursos i Qualitat (Servei Regional a Lleida)",Cristina Fes i López,2803
8241,Bages,Manresa,16865,Departament de Salut,"Àrea d'Organització, Recursos i Qualitat (Servei Regional a la Catalunya Central)",Isidre Ferran i Allué,2803
43002,Tarragonès,Tarragona,17391,Departament de Salut,"Àrea d'Organització, Recursos i Qualitat (Servei Regional al Camp de Tarragona)",Àngel Altes i Català,2803
8206,Vallès Occidental,Sabadell,6709,Departament d'Interior,Àrea de Brigada Mòbil,null,13760
8007,Barcelonès,Barcelona,15201,Departament d'Economia i Coneixement,Àrea de Classificació Empresarial i Registres,Sara Molina Alonso,1103
8029,Barcelonès,Barcelona,17975,Departament de Territori i Sostenibilitat,Àrea de Climatologia (SMC),Anna Rius Ventosa,3392
8003,Barcelonès,Barcelona,12625,Parlament de Catalunya,Àrea de Comissions i de Ponències,null,6581
8005,Barcelonès,Barcelona,13954,Departament de Salut,Àrea de Comunicació i Recursos,null,2803
8008,Barcelonès,Barcelona,18349,Departament d'Empresa i Ocupació,Àrea de Coneixement i Estratègia,null,15638
43500,Baix Ebre,Tortosa,15423,Departament d'Empresa i Ocupació,Àrea de Consum a les Terres de l'Ebre,null,15638
8029,Barcelonès,Barcelona,16535,Consell de l'Audiovisual de Catalunya (CAC),Àrea de Continguts (CAC),Mònica Gasol i Tost,13961
8100,Vallès Oriental,Mollet del Vallès,18808,Departament d'Interior,Àrea de Continguts de Formació Policial,Lluís Isern Bernat,13760
8015,Barcelonès,Barcelona,18971,Departament de Territori i Sostenibilitat,Àrea de Contractació,null,3392
8029,Barcelonès,Barcelona,17292,Departament de la Presidència,"Àrea de Contractació, Patrimoni i Documentació (EADOP)",Inés Ferreiro Cassanello,6
8007,Barcelonès,Barcelona,18667,Departament de Territori i Sostenibilitat,"Àrea de Control del Parc, Ordenació i R+D+I de l'Edificació",Eva Maria París Sánchez,3392
8029,Barcelonès,Barcelona,18634,Departament d'Interior,Àrea de Cooperació Internacional,null,13760
8029,Barcelonès,Barcelona,17294,Departament de la Presidència,Àrea de Coordinació Editorial (EADOP),Pilar Vallugera Balañà,6
8206,Vallès Occidental,Sabadell,18638,Departament d'Interior,Àrea de Coordinació Interpolicial,null,13760
8002,Barcelonès,Barcelona,12772,Departament de la Presidència,Àrea de Coordinació Jurídica,null,6
8019,Barcelonès,Barcelona,16736,Departament d'Empresa i Ocupació,Àrea de Coordinació Territorial,Eulalia Berna Aguilar,15638
8008,Barcelonès,Barcelona,15225,Departament d'Empresa i Ocupació,Àrea de Coordinació d'Obres i Projectes Tècnics,Marcel Oliveres i Jené,15638
8015,Barcelonès,Barcelona,16185,Departament de Territori i Sostenibilitat,Àrea de Coordinació de Procediments i Adjudicació d'Habitatges,Alícia Rius Porta,3392
8025,Barcelonès,Barcelona,18631,Departament d'Interior,Àrea de Coordinació de Projectes dels Sistemes d'Informació Policial,null,13760
8029,Barcelonès,Barcelona,18285,Departament de Territori i Sostenibilitat,Àrea de Coordinació i Interlocució Sindical,null,3392
8206,Vallès Occidental,Sabadell,16147,Departament d'Interior,Àrea de Desactivació d'Artefactes Explosius TEDAX-NRBQ,null,13760
8002,Barcelonès,Barcelona,10874,Departament de Governació i Relacions Institucionals,Àrea de Desenvolupament Autonòmic,Gerard Martin Alonso,655
8002,Barcelonès,Barcelona,12784,Departament de Cultura,Àrea de Desenvolupament Empresarial,Edgar Garcia i Casellas,2221
8008,Barcelonès,Barcelona,18343,Departament d'Empresa i Ocupació,Àrea de Desenvolupament Empresarial,Joan Miquel Hernández Gascon,15638
8019,Barcelonès,Barcelona,16731,Departament d'Empresa i Ocupació,Àrea de Desenvolupament Metodològic,Gloria Clota Marza,15638
8001,Barcelonès,Barcelona,12786,Departament de Cultura,Àrea de Difusió de la Filmoteca de Catalunya,Octavi Martí i Coll,2221
8001,Barcelonès,Barcelona,16444,Departament de Cultura,Àrea de Difusió i Cooperació Artística,Toni Cabré i Masjuan,2221
8009,Barcelonès,Barcelona,17532,Departament de la Presidència,Àrea de Difusió i Sistemes d'informació,null,6
8001,Barcelonès,Barcelona,12879,Departament de Cultura,Àrea de Documentació de la Filmoteca de Catalunya,Mercè Rueda i Tebé,2221
8021,Barcelonès,Barcelona,14331,Departament d'Ensenyament,Àrea de Formació,Carles Domènech Freixanet,1599
8950,Baix Llobregat,Esplugues de Llobregat,15100,Departament de la Presidència,Àrea de Formació,Rafael Nebot Villar,6
8029,Barcelonès,Barcelona,17560,Departament de Territori i Sostenibilitat,Àrea de Formació,Ana Isabel Moncayola Tarres,3392
8002,Barcelonès,Barcelona,18226,Departament de Governació i Relacions Institucionals,Àrea de Gestió,null,655
25003,Segrià,Lleida,429,Departament d'Economia i Coneixement,Àrea de Gestió Acadèmica (UdL),null,1103
8010,Barcelonès,Barcelona,5187,Departament de Justícia,Àrea de Gestió Administrativa i Suport Tècnic,M. Concepció Canela Gimenez,13757
8039,Barcelonès,Barcelona,2401,Departament de Cultura,Àrea de Gestió Economicoadministrativa,Maria Àngels Sandalinas i Rigual,2221
8001,Barcelonès,Barcelona,18883,Departament de Cultura,Àrea de Gestió Econòmica,Antoni Jansà López,2221
8029,Barcelonès,Barcelona,10515,Departament de la Presidència,Àrea de Gestió Econòmica (EADOP),null,6
8005,Barcelonès,Barcelona,17344,Departament de Salut,Àrea de Gestió Econòmica i Financera (Agència de Protecció de la Salut),Teresa Borsot i Esparbé,2803
8039,Barcelonès,Barcelona,2402,Departament de Cultura,Àrea de Gestió Museogràfica,Margarida Sala i Albareda,2221
8039,Barcelonès,Barcelona,2403,Departament de Cultura,Àrea de Gestió de Documentació i Difusió,Magdalena Gassó i Hoja,2221
8002,Barcelonès,Barcelona,16442,Departament de Cultura,Àrea de Gestió de Monuments,Marina Miquel i Vives,2221
8003,Barcelonès,Barcelona,12609,Parlament de Catalunya,Àrea de Gestió de Personal,null,6581
8019,Barcelonès,Barcelona,16859,Departament d'Empresa i Ocupació,Àrea de Gestió de Programes de Formació,null,15638
8021,Barcelonès,Barcelona,18189,Departament d'Ensenyament,Àrea de Gestió de Proves,Carme Melendez Cuffi,1599
8005,Barcelonès,Barcelona,16690,Departament de Salut,Àrea de Gestió de Riscos (Servei Regional a Barcelona),Jordi Ferrés i Padró,2803
17002,Gironès,Girona,17369,Departament de Salut,Àrea de Gestió de Riscos (Servei Regional a Girona),null,2803
25006,Segrià,Lleida,16645,Departament de Salut,Àrea de Gestió de Riscos (Servei Regional a Lleida),Josep Maria Bosch i Vila,2803
25620,Pallars Jussà,Tremp,17365,Departament de Salut,Àrea de Gestió de Riscos (Servei Regional a l'Alt pirineu i Aran),Francesc Josep Juste i Soler,2803
8241,Bages,Manresa,16864,Departament de Salut,Àrea de Gestió de Riscos (Servei Regional a la Catalunya Central),Joan Cots Gonfaus,2803
